Filename,"Personal category"
"File:Manuel Bruno (Legavolley 2019).jpg",
"File:Manuel Bussolari (Legavolley 2019).jpg",
"File:Manuel Marzorati (Legavolley 2019).jpg",
"File:Manuel Vallese (Legavolley 2019).jpg",
"File:Manuele Marchiani (Legavolley 2019).jpg","Category:Manuele Marchiani"
"File:Marcelo Costa (Legavolley 2019).jpg",
"File:Marco Bacci (Legavolley 2019).jpg",
"File:Marco Cecutti (Legavolley 2019).jpg",
"File:Marco Cubito (Legavolley 2019).jpg","Category:Marco Cubito"
"File:Marco De Costa (Legavolley 2019).jpg",
"File:Marco Fabroni (Legavolley 2019).jpg","Category:Marco Fabroni"
"File:Marco Falaschi (Legavolley 2019).jpg","Category:Marco Falaschi"
"File:Marco Garelli (Legavolley 2019).jpg","Category:Marco Garelli"
"File:Marco Gentilini (Legavolley 2019).jpg",
"File:Marco Izzo (Legavolley 2019).jpg","Category:Marco Izzo"
"File:Marco Lozzi (Legavolley 2019).jpg",
"File:Marco Lucarelli (Legavolley 2019).jpg","Category:Marco Lucarelli"
"File:Marco Pierotti (Legavolley 2019).jpg","Category:Marco Pierotti"
"File:Marco Rizzo (Legavolley 2019).jpg","Category:Marco Rizzo (volleyball player)"
"File:Marco Rocco Panciocco (Legavolley 2019).jpg","Category:Marco Rocco Panciocco"
"File:Marco Santucci (Legavolley 2019).jpg","Category:Marco Santucci (volleyball player)"
"File:Marco Serra (Legavolley 2019).jpg",
"File:Marco Valenti (Legavolley 2019).jpg","Category:Marco Valenti"
"File:Marco Vitelli (Legavolley 2019).jpg","Category:Marco Vitelli"
"File:Marco Volpato (Legavolley 2019).jpg","Category:Marco Volpato"
"File:Marco Zauli (Legavolley 2019).jpg","Category:Marco Zauli"
"File:Marinfranco Agrusti (Legavolley 2019).jpg","Category:Marinfranco Agrusti"
"File:Mario Ferraro (Legavolley 2019).jpg","Category:Mario Ferraro"
"File:Marko Podrascanin (Legavolley 2019).jpg","Category:Marko Podraščanin"
"File:Martin Alberto Kindgard (Legavolley 2019).jpg","Category:Martin Alberto Kindgard"
"File:Martins Arasomwan (Legavolley 2019).jpg","Category:Martins Arasomwan"
"File:Marvin Prolingheuer (Legavolley 2019).jpg",
"File:Massimiliano Cioffi (Legavolley 2019).jpg","Category:Massimiliano Cioffi"
"File:Massimiliano Prandi (Legavolley 2019).jpg","Category:Massimiliano Prandi"
"File:Massimo Colaci (Legavolley 2019).jpg","Category:Massimo Colaci"
"File:Massimo Gaspari (Legavolley 2019).jpg","Category:Massimo Gaspari"
"File:Massimo Zanardini (Legavolley 2019).jpg","Category:Massimo Zanardini"
"File:Matej Cernic (Legavolley 2019).jpg","Category:Matej Černič"
"File:Matej Smidl (Legavolley 2019).jpg",
"File:Matey Kaziyski (Legavolley 2019).jpg","Category:Matey Kaziyski"
"File:Matheus Motzo (Legavolley 2019).jpg","Category:Matheus Motzo"
"File:Matias Giraudo (Legavolley 2019).jpg",
"File:Matteo Bertoli (Legavolley 2019).jpg","Category:Matteo Bertoli"
"File:Matteo Bolla (Legavolley 2019).jpg","Category:Matteo Bolla"
"File:Matteo Bortolozzo (Legavolley 2019).jpg","Category:Matteo Bortolozzo"
"File:Matteo Chiappa (Legavolley 2019).jpg","Category:Matteo Chiappa"
"File:Matteo Ingrosso (Legavolley 2019).jpg",
"File:Matteo Lelli (Legavolley 2019).jpg",
"File:Matteo Lusetti (Legavolley 2019).jpg",
"File:Matteo Martinelli (Legavolley 2019).jpg",
"File:Matteo Paoletti (Legavolley 2019).jpg","Category:Matteo Paoletti"
"File:Matteo Piano (Legavolley 2019).jpg","Category:Matteo Piano"
"File:Matteo Picchio (Legavolley 2019).jpg",
"File:Matteo Pistolesi (Legavolley 2019).jpg","Category:Matteo Pistolesi"
"File:Matteo Pizzichini (Legavolley 2019).jpg","Category:Matteo Pizzichini"
"File:Matteo Pozzi (Legavolley 2019).jpg",
"File:Matteo Segoni (Legavolley 2019).jpg","Category:Matteo Segoni"
"File:Matteo Sperandio (Legavolley 2019).jpg","Category:Matteo Sperandio"
"File:Matteo Zamagni (Legavolley 2019).jpg","Category:Matteo Zamagni"
"File:Mattia Catellani (Legavolley 2019).jpg",
"File:Mattia Cereda (Legavolley 2019).jpg",
"File:Mattia Farina (Legavolley 2019).jpg",
"File:Mattia Minuti (Legavolley 2019).jpg",
"File:Mattia Rosso (Legavolley 2019).jpg","Category:Mattia Rosso"
"File:Mattia Sorrenti (Legavolley 2019).jpg","Category:Mattia Sorrenti"
"File:Maurice Armando Torres (Legavolley 2019).jpg","Category:Maurice Armando Torres"
"File:Maxwell Philip Holt (Legavolley 2019).jpg","Category:Maxwell Holt"
"File:Micah Christenson (Legavolley 2019).jpg","Category:Micah Christenson"
"File:Michael Menardo (Legavolley 2019).jpg","Category:Michael Menardo"
"File:Michael Menicali (Legavolley 2019).jpg","Category:Michael Menicali"
"File:Michael Molinari (Legavolley 2019).jpg",
"File:Michal Kedzierski (Legavolley 2019).jpg",
"File:Michal Lasko (Legavolley 2019).jpg",
"File:Michal Wojcik (Legavolley 2019).jpg",
"File:Michele Bergoli (Legavolley 2019).jpg","Category:Michele Bergoli"
"File:Michele Fedrizzi (Legavolley 2019).jpg","Category:Michele Fedrizzi"
"File:Michele Grassano (Legavolley 2019).jpg","Category:Michele Grassano"
"File:Michele Malvestiti (Legavolley 2019).jpg","Category:Michele Malvestiti"
"File:Michele Marinelli (Legavolley 2019).jpg","Category:Michele Marinelli"
"File:Michele Morelli (Legavolley 2019).jpg","Category:Michele Morelli (volleyball player)"
"File:Michele Simoni (Legavolley 2019).jpg","Category:Michele Simoni"
"File:Mikolaj Szewczyk (Legavolley 2019).jpg",
"File:Milan Peslac (Legavolley 2019).jpg","Category:Milan Peslac"
"File:Mir Saeid Marouflakrani (Legavolley 2019).jpg",
"File:Mirco Cristofaletti (Legavolley 2019).jpg","Category:Mirco Cristofaletti"
"File:Mirko Torsello (Legavolley 2019).jpg","Category:Mirko Torsello"
"File:Mohamed Al Hachdadi (Legavolley 2019).jpg","Category:Mohamed Al Hachdadi"
"File:Mohammadjavad Manavinezhad (Legavolley 2019).jpg","Category:Mohammadjavad Manavinejad"
"File:Mojtaba Mirzajanpourmouziraji (Legavolley 2019).jpg","Category:Mojtaba Mirzajanpour"
"File:Morteza Sharifi (Legavolley 2019).jpg",
"File:Nandy Cruz (Legavolley 2019).jpg","Category:Nandy Cruz"
"File:Natale Monopoli (Legavolley 2019).jpg","Category:Natale Monopoli"
"File:Nedialko Deltchev (Legavolley 2019).jpg",
"File:Niccolò Cappelletti (Legavolley 2019).jpg",
"File:Nicholas Sighinolfi (Legavolley 2019).jpg","Category:Nicholas Sighinolfi"
"File:Nicola Amorico (Legavolley 2019).jpg",
"File:Nicola Candeli (Legavolley 2019).jpg",
"File:Nicola Cianciotta (Legavolley 2019).jpg",
"File:Nicola Daldello (Legavolley 2019).jpg","Category:Nicola Daldello"
"File:Nicola Pesaresi (Legavolley 2019).jpg","Category:Nicola Pesaresi"
"File:Nicola Salsi (Legavolley 2019).jpg","Category:Nicola Salsi"
"File:Nicola Sesto (Legavolley 2019).jpg","Category:Nicola Sesto"
"File:Nicola Tiozzo (Legavolley 2019).jpg","Category:Nicola Tiozzo"
"File:Nicola Zonta (Legavolley 2019).jpg",
"File:Nicolas Le Goff (Legavolley 2019).jpg","Category:Nicolas Le Goff"
"File:Nicolò Bassanello (Legavolley 2019).jpg","Category:Nicolò Bassanello"
"File:Nicolò Hoffer (Legavolley 2019).jpg",
"File:Nicolò Katalan (Legavolley 2019).jpg","Category:Nicolò Katalan"
"File:Nimir Abdel-Aziz (Legavolley 2019).jpg","Category:Nimir Abdel-Aziz"
"File:Nunzio Tozzi (Legavolley 2019).jpg",
"File:Oleh Plotnytskyi (Legavolley 2019).jpg","Category:Oleh Plotnytskyi"
"File:Omar Biglino (Legavolley 2019).jpg","Category:Omar Biglino"
"File:Oreste Cavuto (Legavolley 2019).jpg","Category:Oreste Cavuto"
"File:Osmany Juantorena (Legavolley 2019).jpg","Category:Osmany Juantorena Portuondo"
"File:Paolo Alborghetti (Legavolley 2019).jpg","Category:Paolo Alborghetti"
"File:Paolo Bonola (Legavolley 2019).jpg",
"File:Paolo Cappio (Legavolley 2019).jpg",
"File:Paolo Crosatti (Legavolley 2019).jpg",
"File:Paolo Luigi Di Silvestre (Legavolley 2019).jpg","Category:Paolo Luigi Di Silvestre"
"File:Pasquale Fusco (Legavolley 2019).jpg","Category:Pasquale Fusco"
"File:Paul Buchegger (Legavolley 2019).jpg","Category:Paul Buchegger"
"File:Pawel Adamajtis (Legavolley 2019).jpg",
"File:Pei-Hung Huang (Legavolley 2019).jpg","Category:Pei-Hung Huang"
"File:Petar Premovic (Legavolley 2019).jpg","Category:Petar Premović"
"File:Pierlorenzo Buzzelli (Legavolley 2019).jpg","Category:Pierlorenzo Buzzelli"
"File:Pierpaolo Mauti (Legavolley 2019).jpg","Category:Pierpaolo Mauti"
"File:Pierpaolo Piedepalumbo (Legavolley 2019).jpg","Category:Pierpaolo Piedepalumbo"
"File:Piervito Disabato (Legavolley 2019).jpg","Category:Piervito Disabato"
"File:Pieter Verhees (Legavolley 2019).jpg","Category:Pieter Verhees"
"File:Pietro Margutti (Legavolley 2019).jpg","Category:Pietro Margutti"
"File:Pietro Soli (Legavolley 2019).jpg","Category:Pietro Soli"
"File:Rasmus Breuning Nielsen (Legavolley 2019).jpg","Category:Rasmus Breuning Nielsen"
"File:Raydel Poey (Legavolley 2019).jpg",
"File:Renan Zanatta Buiatti (Legavolley 2019).jpg","Category:Renan Zanatta Buiatti"
"File:Renato Lalloni (Legavolley 2019).jpg","Category:Renato Lalloni"
"File:Riccardo Costanzi (Legavolley 2019).jpg","Category:Riccardo Costanzi"
"File:Riccardo Goi (Legavolley 2019).jpg","Category:Riccardo Goi"
"File:Riccardo Mazzon (Legavolley 2019).jpg","Category:Riccardo Mazzon"
"File:Riccardo Miraglia (Legavolley 2019).jpg",
"File:Riccardo Morciano (Legavolley 2019).jpg","Category:Riccardo Morciano"
"File:Riccardo Pinelli (Legavolley 2019).jpg","Category:Riccardo Pinelli"
"File:Riccardo Sbertoli (Legavolley 2019).jpg","Category:Riccardo Sbertoli"
"File:Riccardo Vecchi (Legavolley 2019).jpg","Category:Riccardo Vecchi"
"File:Robertlandy Simon (Legavolley 2019).jpg","Category:Robertlandy Simón"
"File:Roberto Cazzaniga (Legavolley 2019).jpg","Category:Roberto Cazzaniga"
"File:Roberto Festi (Legavolley 2019).jpg","Category:Roberto Festi"
"File:Roberto Pinali (Legavolley 2019).jpg","Category:Roberto Pinali"
"File:Roberto Romiti (Legavolley 2019).jpg","Category:Roberto Romiti"
"File:Roberto Ruggeri (Legavolley 2019).jpg","Category:Roberto Ruggeri"
"File:Roberto Russo (Legavolley 2019).jpg","Category:Roberto Russo"
"File:Rocco Barone (Legavolley 2019).jpg","Category:Rocco Barone"
"File:Romolo Mariano (Legavolley 2019).jpg","Category:Romolo Mariano"
"File:Salvatore Rossini (Legavolley 2019).jpg","Category:Salvatore Rossini"
"File:Samuel Onwuelo (Legavolley 2019).jpg","Category:Samuel Onwuelo"
"File:Samuele Aprile (Legavolley 2019).jpg","Category:Samuele Aprile"
"File:Samuele Armando (Legavolley 2019).jpg",
"File:Samuele Corti (Legavolley 2019).jpg",
"File:Sandi Persoglia (Legavolley 2019).jpg",
"File:Sandro Clemente Caci (Legavolley 2019).jpg","Category:Sandro Clemente Caci"
"File:Santiago Danani La Fuente (Legavolley 2019).jpg",
"File:Santiago Orduna (Legavolley 2019).jpg","Category:Santiago Orduna"
"File:Saverio De Santis (Legavolley 2019).jpg","Category:Saverio De Santis"
"File:Sebastian Solé (Legavolley 2019).jpg",
"File:Sebastiano Marsili (Legavolley 2019).jpg","Category:Sebastiano Marsili (volleyball player)"
"File:Sebastiano Milan (Legavolley 2019).jpg","Category:Sebastiano Milan"
"File:Sergej Drobnic (Legavolley 2019).jpg",
"File:Sergio Petrone (Legavolley 2019).jpg",
"File:Simon Hirsch (Legavolley 2019).jpg","Category:Simon Hirsch"
"File:Simone Anzani (Legavolley 2019).jpg","Category:Simone Anzani"
"File:Simone Baldari (Legavolley 2019).jpg","Category:Simone Baldari"
"File:Simone Berardi (Legavolley 2019).jpg",
"File:Simone Bonante (Legavolley 2019).jpg","Category:Simone Bonante"
"File:Simone Buti (Legavolley 2019).jpg","Category:Simone Buti"
"File:Simone Calarco (Legavolley 2019).jpg","Category:Simone Calarco"
"File:Simone Di Tommaso (Legavolley 2019).jpg","Category:Simone Di Tommaso"
"File:Simone Giannelli (Legavolley 2019).jpg","Category:Simone Giannelli"
"File:Simone Marcovecchio (Legavolley 2019).jpg","Category:Simone Marcovecchio"
"File:Simone Nicosia (Legavolley 2019).jpg",
"File:Simone Parodi (Legavolley 2019).jpg","Category:Simone Parodi"
"File:Simone Scopelliti (Legavolley 2019).jpg","Category:Simone Scopelliti"
"File:Simone Tiberti (Legavolley 2019).jpg","Category:Simone Tiberti"
"File:Sjoerd Hoogendoorn (Legavolley 2019).jpg","Category:Sjoerd Hoogendoorn"
"File:Srecko Lisinac (Legavolley 2019).jpg",
"File:Stefano Catena (Legavolley 2019).jpg","Category:Stefano Catena"
"File:Stefano Chillemi (Legavolley 2019).jpg","Category:Stefano Chillemi"
"File:Stefano Ferri (Legavolley 2019).jpg","Category:Stefano Ferri"
"File:Stefano Giannotti (Legavolley 2019).jpg","Category:Stefano Giannotti"
"File:Stefano Gozzo (Legavolley 2019).jpg","Category:Stefano Gozzo"
"File:Stefano Marchini (Legavolley 2019).jpg","Category:Stefano Marchini"
"File:Stefano Mengozzi (Legavolley 2019).jpg","Category:Stefano Mengozzi"
"File:Stefano Patriarca (Legavolley 2019).jpg","Category:Stefano Patriarca"
"File:Stefano Sergio (Legavolley 2019).jpg",
"File:Stefano Trillini (Legavolley 2019).jpg",
"File:Stephen Boyer (Legavolley 2019).jpg",
"File:Stephen Maar (Legavolley 2019).jpg","Category:Stephen Maar"
"File:Stijn D'Hulst (Legavolley 2019).jpg",
"File:Swan Ngapeth (Legavolley 2019).jpg",
"File:Thomas Beretta (Legavolley 2019).jpg","Category:Thomas Beretta"
"File:Thomas Frigo (Legavolley 2019).jpg","Category:Thomas Frigo"
"File:Tine Urnaut (Legavolley 2019).jpg","Category:Tine Urnaut"
"File:Todor Skrimov (Legavolley 2019).jpg","Category:Todor Skrimov"
"File:Tom Strohbach (Legavolley 2019).jpg",
"File:Tomas Lopez (Legavolley 2019).jpg",
"File:Tomasz Calligaro (Legavolley 2019).jpg","Category:Tomasz Calligaro"
"File:Tommaso Fabi (Legavolley 2019).jpg","Category:Tommaso Fabi"
"File:Tommaso Stefani (Legavolley 2019).jpg","Category:Tommaso Stefani"
"File:Toncek Stern (Legavolley 2019).jpg",
"File:Trevor Clevenot (Legavolley 2019).jpg",
"File:Tsimafei Zhukouski (Legavolley 2019).jpg","Category:Tsimafei Zhukouski"
"File:Tsvetan Sokolov (Legavolley 2019).jpg","Category:Tsvetan Sokolov"
"File:Ugo Buzzelli (Legavolley 2019).jpg","Category:Ugo Buzzelli"
"File:Uros Kovacevic (Legavolley 2019).jpg",
"File:Vahid Vali (Legavolley 2019).jpg",
"File:Valentino Meleddu (Legavolley 2019).jpg",
"File:Valeriano Usai (Legavolley 2019).jpg","Category:Valeriano Usai"
"File:Viktor Yosifov (Legavolley 2019).jpg","Category:Viktor Yosifov"
"File:Vincenzo Genovese (Legavolley 2019).jpg",
"File:Vincenzo Sarpong (Legavolley 2019).jpg",
"File:Vincenzo Spadavecchia (Legavolley 2019).jpg","Category:Vincenzo Spadavecchia"
"File:Vincenzo Tamburo (Legavolley 2019).jpg","Category:Vincenzo Tamburo"
"File:Vito Bruno (Legavolley 2019).jpg","Category:Vito Bruno"
"File:Vittorio Butera (Legavolley 2019).jpg",
"File:Wagner Pereira Da Silva (Legavolley 2019).jpg","Category:Wagner Pereira Da Silva"
"File:Wessel Keemink (Legavolley 2019).jpg",
"File:Wilfredo Leon Venero (Legavolley 2019).jpg","Category:Wilfredo León Venero"
"File:Williams Padura Diaz (Legavolley 2019).jpg","Category:Williams Padura Diaz"
"File:Willian Alejandro Bermudez (Legavolley 2019).jpg","Category:Willian Alejandro Bermudez"
"File:Wojciech Wlodarczyk (Legavolley 2019).jpg",
"File:Yacine Louati (Legavolley 2019).jpg","Category:Yacine Louati"
"File:Yoandy Leal (Legavolley 2019).jpg",
"File:Yuki Ishikawa (Legavolley 2019).jpg","Category:Yuki Ishikawa"
"File:Yuri Romanò (Legavolley 2019).jpg","Category:Yuri Romanò"
"File:Yurii Kruzhkov (Legavolley 2019).jpg",
"File:Ziga Stern (Legavolley 2019).jpg",
