item,itemLabel
Q3766078,Giovan Battista Martini
Q3766093,Giovan Battista Pienti
Q3766096,Giovan Battista Pirovano
Q16230145,Giovanbattista Catalano
Q20743436,Giovani Lo Celso
Q16559702,Giovannelli
Q16840884,Giovanni Abate
Q868209,Giovanni Acerboni
Q869431,Giovanni Albera
Q986127,Giovanni Antorri
Q986303,Giovanni Ardemagni
Q986352,Giovanni Ardizzi
Q5563685,Giovanni Arioli
Q16559738,Giovanni Arosio
Q986669,Giovanni Asnicar
Q987285,Giovanni Azzini
Q16559747,Giovanni Baccaglini
Q16559751,Giovanni Bacciarello
Q18819228,Giovanni Bacis
Q988699,Giovanni Balbi di Robecco
Q1042562,Giovanni Ballico
Q1044990,Giovanni Baradel
Q1044924,Giovanni Barale
Q1045127,Giovanni Barberis
Q1318037,Giovanni Bartolucci
Q1318727,Giovanni Battioni
Q17351933,Giovanni Battista Fracassetti
Q3766728,Giovanni Battista Piano
Q3766739,Giovanni Battista Rebuffo
Q3766766,Giovanni Battista Traverso
Q1318834,Giovanni Battistoni
Q1319654,Giovanni Bellardi
Q1404964,Giovanni Beretta
Q1407308,Giovanni Bermone
Q1408112,Giovanni Bertini
Q1408213,Giovanni Bertinotti
Q1403478,Giovanni Bia
Q1443877,Giovanni Bianchi
Q1444737,Giovanni Bigando
Q1446026,Giovanni Bocchio
Q1446052,Giovanni Bocciardo
Q6999229,Giovanni Bodini
Q1448139,Giovanni Bolzoni
Q1448187,Giovanni Bolzoni
Q1449038,Giovanni Bonavita
Q1449445,Giovanni Bonetti
Q939742,Giovanni Borgato
Q16657853,Giovanni Borghetti
Q1461611,Giovanni Borin
Q1465044,Giovanni Bosi
Q1465385,Giovanni Botteghi
Q1465407,Giovanni Botti
Q1465860,Giovanni Braga
Q1466646,Giovanni Brenna
Q1467114,Giovanni Brezzi
Q5563790,Giovanni Bruno
Q1486641,Giovanni Brutto
Q1486655,Giovanni Bubacco
Q1486770,Giovanni Bucaro
Q16268219,Giovanni Busani
Q1488705,Giovanni Busoni
Q1488812,Giovanni Bussone
Q16268226,Giovanni Calegari
Q16559855,Giovanni Calvani
Q1492131,Giovanni Calveri
Q1536897,Giovanni Campari
Q1526000,Giovanni Cannata
Q1538776,Giovanni Cappelli
Q1539526,Giovanni Capra
Q3766961,Giovanni Carlo Ferrari
Q1541294,Giovanni Carnevali
Q1607047,Giovanni Casale
Q1607380,Giovanni Cascio
Q1607820,Giovanni Castagnola
Q1609116,Giovanni Caterino
Q1609137,Giovanni Cattai
Q1609728,Giovanni Cattozzo
Q1610200,Giovanni Cavasin
Q1610642,Giovanni Caviglia
Q1613330,Giovanni Cervone
Q1613804,Giovanni Chiecchi
Q1614193,Giovanni Chiesa
Q1614693,Giovanni Ciccarelli
Q7001638,Giovanni Cipriani
Q1615707,Giovanni Civili
Q1616144,Giovanni Clocchiatti
Q1371320,Giovanni Cobolli Gigli
Q1869708,Giovanni Colasante
Q1870532,Giovanni Colombelli
Q1872238,Giovanni Colombo
Q1872299,Giovanni Colombo
Q1872585,Giovanni Colosio
Q1872733,Giovanni Colzato
Q1873267,Giovanni Comotti
Q16559891,Giovanni Conenna
Q1874030,Giovanni Console
Q1875879,Giovanni Corbjons
Q1876348,Giovanni Cornacchini
Q1876944,Giovanni Correnti
Q3767055,Giovanni Costa
Q3767056,Giovanni Costa
Q3767059,Giovanni Costanzo
Q3767061,Giovanni Costariol
Q22277445,Giovanni Cristofari
Q28076326,Giovanni Crociata
Q5563825,Giovanni Cusatis
Q3767074,Giovanni Cuzzoni
Q3767086,Giovanni Dall'Igna
Q3767097,Giovanni De Carli
Q938299,Giovanni De Min
Q2738936,Giovanni De Prà
Q3767115,Giovanni Degni
Q3767120,Giovanni Delfino
Q1124918,Giovanni Dellacasa
Q3767125,Giovanni Deogratias
Q14831282,Giovanni Di Lorenzo
Q28968512,Giovanni Di Noia
Q3767137,Giovanni Di Rocco
Q3767141,Giovanni Di Veroli
Q3767145,Giovanni Dini
Q3767169,Giovanni Emiliani
Q3767186,Giovanni Fabris
Q3767187,Giovanni Faccenda
Q3107169,Giovanni Fanello
Q3767199,Giovanni Farina
Q3767200,Giovanni Farina
Q3767202,Giovanni Fasce
Q3767209,Giovanni Felini
Q3767213,Giovanni Ferradini
Q382987,Giovanni Ferrari
Q3767221,Giovanni Ferraro
Q16559935,Giovanni Ferrero
Q3767227,Giovanni Ferretti
Q17385917,Giovanni Fietta
Q3767238,Giovanni Finazzi
Q1110340,Giovanni Foffani
Q5563838,Giovanni Formiconi
Q3767284,Giovanni Francesco Pozza
Q1363813,Giovanni Francini
Q3767293,Giovanni Frangipane
Q3767296,Giovanni Frassoldati
Q3767305,Giovanni Fumagalli
Q3767308,Giovanni Fumagalli
Q3767316,Giovanni Gaddoni
Q1010644,Giovanni Galeati
Q3107201,Giovanni Galeone
Q375502,Giovanni Galli
Q3107198,Giovanni Gallina
Q3767327,Giovanni Gallotti
Q16559977,Giovanni Gandelli
Q3767333,Giovanni Garbo
Q16559980,Giovanni Garulli
Q3767340,Giovanni Gasparini
Q3767343,Giovanni Gavazzi
Q3767346,Giovanni Gennari
Q16559992,Giovanni Gerardini
Q17328311,Giovanni Ghio
Q2278388,Giovanni Giacomazzi
Q3107213,Giovanni Giacone
Q3767383,Giovanni Giraud
Q3767395,Giovanni Giuseppe Di Meglio
Q3767400,Giovanni Giva Magnetti
Q1526167,Giovanni Goccione
Q3767408,Giovanni Goracci
Q3767415,Giovanni Grabesu
Q3767425,Giovanni Gravisi
Q19567751,Giovanni Graziano
Q3767427,Giovanni Gregorio
Q3107224,Giovanni Greppi
Q3767433,Giovanni Greselin
Q3767435,Giovanni Griffith
Q3767450,Giovanni Guerrini
Q3767457,Giovanni Guidi
Q3767518,Giovanni Ignoffo
Q3107227,Giovanni Improta
Q3767519,Giovanni Indiveri
Q3107229,Giovanni Innocenti
Q278850,Giovanni Invernizzi
Q3107231,Giovanni Invernizzi
Q3767527,Giovanni Isacco
Q3767529,Giovanni Ivaldi
Q3767532,Giovanni Ivano Guerra
Q3767542,Giovanni Koetting
Q5563887,Giovanni Kyeremateng
Q3767544,Giovanni La Camera
Q3767551,Giovanni Lanfritto
Q22278797,Giovanni Lavrendi
Q16560029,Giovanni Locarni
Q925165,Giovanni Lodetti
Q3107239,Giovanni Lombardi Stronati
Q3767578,Giovanni Lopez
Q3767583,Giovanni Lorini
Q3767587,Giovanni Loseto
Q7002247,Giovanni Malagò
Q3767620,Giovanni Mandrino
Q3767621,Giovanni Manfrinato
Q3767622,Giovanni Mangini
Q3767624,Giovanni Manzella
Q1154008,Giovanni Marchese
Q3767638,Giovanni Marchioro
Q19283369,Giovanni Margonari
Q3767684,Giovanni Marin
Q5563913,Giovanni Martina
Q15965723,Giovanni Martina
Q3767704,Giovanni Martusciello
Q3107270,Giovanni Masera
Q3767706,Giovanni Masiello
Q960923,Giovanni Mauro
Q16268518,Giovanni Mazzoni
Q3107274,Giovanni Mazzonis
Q3767724,Giovanni Medeot
Q3767727,Giovanni Mei
Q16560061,Giovanni Meoni
Q3767734,Giovanni Meregalli
Q3767739,Giovanni Mialich
Q973058,Giovanni Migliorini
Q3767755,Giovanni Mion
Q3725924,Giovanni Molinari
Q3767767,Giovanni Molino
Q3767774,Giovanni Morabito
Q3767785,Giovanni Moretti
Q16658070,Giovanni Moroni
Q3767793,Giovanni Moscardini
Q16560079,Giovanni Nebbia
Q20732480,Giovanni Nizzi
Q3767841,Giovanni Nuvoli
Q3767849,Giovanni Orfei
Q3767857,Giovanni Pagliari
Q3767862,Giovanni Pallavicini
Q3767863,Giovanni Palma
Q3767866,Giovanni Panetta
Q3767895,Giovanni Paschetta
Q3767897,Giovanni Pasolini
Q587731,Giovanni Pasquale
Q3767899,Giovanni Passiglia
Q3767900,Giovanni Pavanello
Q3767910,Giovanni Penzi
Q3767913,Giovanni Perego
Q3767917,Giovanni Perissinotto
Q16589727,Giovanni Pestarini
Q3767932,Giovanni Piacentini
Q3767935,Giovanni Picat Re
Q3767948,Giovanni Pirazzini
Q3767949,Giovanni Pirola
Q3767951,Giovanni Pisano
Q3767955,Giovanni Pittalis
Q3767974,Giovanni Pramaggiore
Q3767980,Giovanni Prevosti
Q5563957,Giovanni Proietti
Q3767986,Giovanni Puerari
Q3767988,Giovanni Punteri
Q3767993,Giovanni Quadri
Q3768011,Giovanni Rasia Dal Polo
Q3768013,Giovanni Ravasi
Q3768017,Giovanni Re
Q3768018,Giovanni Rebolino
Q3768019,Giovanni Renati
Q16268693,Giovanni Renzi
Q3768022,Giovanni Riccardi
Q3768026,Giovanni Righi
Q16560150,Giovanni Rizzi
Q3768040,Giovanni Roccotelli
Q3768042,Giovanni Roletto
Q3768047,Giovanni Roma
Q3107326,Giovanni Romano
Q3768051,Giovanni Romano
Q5563966,Giovanni Rosati
Q3768058,Giovanni Rossetti
Q3107324,Giovanni Rossi
Q16268715,Giovanni Rossi
Q3768083,Giovanni Sacchi
Q1172509,Giovanni Sacco
Q16560172,Giovanni Sanna
Q3768097,Giovanni Sartori
Q20925027,Giovanni Sbrissa
Q5563975,Giovanni Scampini
Q22280297,Giovanni Scappaticci
Q3768128,Giovanni Serao
Q13527945,Giovanni Serrapica
Q3768135,Giovanni Sgarbossa
Q3768138,Giovanni Simonato
Q5563981,Giovanni Simonelli
Q3768147,Giovanni Simonini
Q3768161,Giovanni Soncin
Q3768163,Giovanni Sorce
Q1526380,Giovanni Speranza
Q3768171,Giovanni Sperotto
Q3768177,Giovanni Spinelli
Q3768179,Giovanni Spiotta
Q3768188,Giovanni Stracuzzi
Q2656692,Giovanni Stroppa
Q3768192,Giovanni Sulcis
Q16560200,Giovanni Susan
Q3768200,Giovanni Talami
Q5563996,Giovanni Taormina
Q3768211,Giovanni Tavoletti
Q736304,Giovanni Tedesco
Q28973550,Giovanni Terrani
Q3768214,Giovanni Terrile
Q3768235,Giovanni Tombesi
Q5564000,Giovanni Tomi
Q3768251,Giovanni Toschi
Q3768254,Giovanni Trabucco
Q44420,Giovanni Trapattoni
Q16268843,Giovanni Trapletti
Q3768269,Giovanni Udovicich
Q3768271,Giovanni Urban
Q3768324,Giovanni Varasi
Q2517910,Giovanni Varglien
Q339758,Giovanni Vastola
Q3768327,Giovanni Vavassori
Q1083120,Giovanni Vecchina
Q16268859,Giovanni Veglianetti
Q3768329,Giovanni Venditto
Q3107351,Giovanni Vigo
Q16268870,Giovanni Villotti
Q3768360,Giovanni Vincenzi
Q741790,Giovanni Viola
Q3768373,Giovanni Visintin
Q3768385,Giovanni Zambotto
Q3768388,Giovanni Zamperlini
Q3107513,Giovanni Zanni
Q3768389,Giovanni Zanollo
Q108304,Giovanni Zarrella
Q3768393,Giovanni Zavaglio
Q16560220,Giovanni Zen
Q3768394,Giovanni Zenaro
Q3768400,Giovanni Zorza
Q3768403,Giovanni Zucca
Q3768404,Giovanni Zucchi
Q3057276,Gipo Poggi
Q1445587,Girolamo Bizzarri
Q3768917,Girolamo Doni
Q16560348,Girolamo Solari
Q5564975,Gisleno Santunione
Q981508,Giuliano Andreuzza
Q1403795,Giuliano Belluzzi
Q1407957,Giuliano Bertarelli
Q3769353,Giuliano Biggi
Q1608358,Giuliano Castoldi
Q3769375,Giuliano Fiorini
Q3769376,Giuliano Fortunato
Q3769377,Giuliano Gentilini
Q709145,Giuliano Giannichedda
Q3769379,Giuliano Giorgi
Q3769378,Giuliano Giovetti
Q541784,Giuliano Giuliani
Q3769381,Giuliano Gobetto
Q16268433,Giuliano Grandi
Q3769386,Giuliano Groppi
Q19667271,Giuliano Laezza
Q16735567,Giuliano Lamma
Q3769391,Giuliano Manfredi
Q3769395,Giuliano Melosi
Q3107902,Giuliano Musiello
Q3769410,Giuliano Pez
Q3769412,Giuliano Piovanelli
Q1527940,Giuliano Sarti
Q3769433,Giuliano Sonzogni
Q3769435,Giuliano Taccola
Q648514,Giuliano Tagliasacchi
Q3769441,Giuliano Terraneo
Q3769442,Giuliano Turatti
Q3769447,Giuliano Vincenzi
Q3769450,Giuliano Zoratti
Q1024129,Giulio Balestrini
Q1318450,Giulio Bassi
Q16268165,Giulio Becagli
Q21005091,Giulio Bizzotto
Q1445813,Giulio Bobbio
Q1447738,Giulio Boldrini
Q1448519,Giulio Bonafin
Q2263533,Giulio Campanati
Q1538852,Giulio Cappelli
Q1606680,Giulio Carra
Q1608278,Giulio Castelli
Q16230153,Giulio Cavallari
Q16560495,Giulio Cesare Cusano
Q3769579,Giulio Cesare Spagni
Q18223079,Giulio Colombi
Q964857,Giulio Corsini
Q3769610,Giulio Crocco
Q653218,Giulio Donati
Q3769628,Giulio Drago
Q3769632,Giulio Ermolli
Q742369,Giulio Falcone
Q3769640,Giulio Fasolo
Q3769642,Giulio Fenzi
Q3769664,Giulio Giacomin
Q16657975,Giulio Goffrini
Q3769686,Giulio Liberati
Q3769687,Giulio Longhi
Q28374263,Giulio Maggiore
Q2305089,Giulio Migliaccio
Q3769725,Giulio Negri
Q3769728,Giulio Nuciari
Q3769737,Giulio Panzeri
Q15965719,Giulio Pellegrino
Q3769743,Giulio Pellicari
Q3769751,Giulio Piazza
Q744060,Giulio Rossi
Q5565287,Giulio Sanseverino
Q3769779,Giulio Savoini
Q3769782,Giulio Scardola
Q3769784,Giulio Sega
Q3769809,Giulio Zanninovich
Q3769811,Giulio Zaro
Q638151,Giulio Zignoli
Q529079,Giuseppe Abruzzese
Q529177,Giuseppe Accardi
Q1010826,Giuseppe Adami
Q869216,Giuseppe Agù
Q14636373,Giuseppe Aimi
Q869373,Giuseppe Albani
Q869504,Giuseppe Alberga
Q5565323,Giuseppe Alessi
Q870555,Giuseppe Aliberti
Q909351,Giuseppe Aliprandi (calciatore)
Q981241,Giuseppe Anaclerio
Q981192,Giuseppe Anastasi
Q981405,Giuseppe Andrei
Q981440,Giuseppe Angelini
Q986056,Giuseppe Antonaccio
Q986033,Giuseppe Antonelli
Q635093,Giuseppe Antonini
Q16910050,Giuseppe Aquino
Q16910051,Giuseppe Aquino
Q986374,Giuseppe Arezzi
Q986380,Giuseppe Argentesi
Q986513,Giuseppe Arnoldi
Q986688,Giuseppe Asti
Q986820,Giuseppe Avagliano
Q16560608,Giuseppe Azzimonti
Q987868,Giuseppe Baccilieri
Q987907,Giuseppe Bacher
Q988441,Giuseppe Bagliani
Q988496,Giuseppe Bagnato
Q988592,Giuseppe Baiocchi
Q708936,Giuseppe Baldini
Q494779,Giuseppe Baldo
Q1042607,Giuseppe Ballerio
Q16560617,Giuseppe Barbi
Q1045495,Giuseppe Barbieri
Q1317283,Giuseppe Barcella
Q358926,Giuseppe Baresi
Q1317639,Giuseppe Baronchelli
Q1318087,Giuseppe Barucco
Q16560631,Giuseppe Bazzell
Q1320086,Giuseppe Bellini
Q1191798,Giuseppe Bellusci
Q17631833,Giuseppe Bergamini
Q235159,Giuseppe Bergomi
Q3770115,Giuseppe Bertuzzi
Q441639,Giuseppe Biava
Q1354344,Giuseppe Bigogno
Q1445102,Giuseppe Biondi
Q1447950,Giuseppe Bolognesi
Q1448668,Giuseppe Bonanno
Q16560653,Giuseppe Bonini
Q1460231,Giuseppe Bonizzoni
Q1460499,Giuseppe Bonomi
Q1464659,Giuseppe Bortolotti
Q1464779,Giuseppe Bosco
Q1465773,Giuseppe Braccini
Q1466669,Giuseppe Brescia
Q1466964,Giuseppe Bressani
Q1485629,Giuseppe Brizi
Q1485767,Giuseppe Brognoli
Q922940,Giuseppe Bruscolotti
Q1488766,Giuseppe Bussi
Q5565362,Giuseppe Caccavallo
Q1489901,Giuseppe Cadregari
Q1489770,Giuseppe Cadè
Q1489988,Giuseppe Cafasso
Q16560673,Giuseppe Cagnina
Q1491214,Giuseppe Caleri
Q1492168,Giuseppe Calvi
Q1533041,Giuseppe Calzolari
Q1533377,Giuseppe Cammilli
Q1536982,Giuseppe Camperio
Q1537023,Giuseppe Campione
Q1537355,Giuseppe Candurra
Q1537545,Giuseppe Cangiullo
Q16560688,Giuseppe Capra
Q17279947,Giuseppe Caramanno
Q1540375,Giuseppe Cardano
Q498837,Giuseppe Cardone
Q1125732,Giuseppe Carillo
Q1540973,Giuseppe Carissimi
Q3770250,Giuseppe Carlo Ferrari
Q1541158,Giuseppe Carmignato
Q3770258,Giuseppe Carnevale
Q3108005,Giuseppe Carpani
Q1607085,Giuseppe Casari
Q1608286,Giuseppe Castelli
Q16560695,Giuseppe Castelli
Q1112180,Giuseppe Castellini
Q1608338,Giuseppe Castiglione
Q1609010,Giuseppe Castruccio
Q1609032,Giuseppe Catalani
Q1609036,Giuseppe Catalano
Q1609666,Giuseppe Cattaneo
Q1609752,Giuseppe Cavadini
Q647563,Giuseppe Cavanna
Q1612221,Giuseppe Cella
Q3770304,Giuseppe Cesaro
Q1385297,Giuseppe Chiappella
Q1614198,Giuseppe Chiesa
Q1872325,Giuseppe Colombo
Q290913,Giuseppe Colucci
Q1872935,Giuseppe Comei
Q1873436,Giuseppe Compagno
Q1876240,Giuseppe Corbellini
Q1876374,Giuseppe Cornara
Q425873,Giuseppe Corradi
Q3770359,Giuseppe Corti
Q3770361,Giuseppe Corti
Q3770363,Giuseppe Cosma
Q3770369,Giuseppe Coverlizza
Q3770372,Giuseppe Cozzolino
Q3770393,Giuseppe D'Avino
Q3770420,Giuseppe De Feudis
Q3770423,Giuseppe De Gradi
Q653385,Giuseppe De Luca
Q3770433,Giuseppe De Marchi
Q3770436,Giuseppe De Martino
Q3770450,Giuseppe Del Zotto
Q3770453,Giuseppe Della Frera
Q3108027,Giuseppe Della Valle
Q3770457,Giuseppe Dentuti
Q3770463,Giuseppe Di Bari
Q5565400,Giuseppe Di Masi
Q3770470,Giuseppe Di Prisco
Q3770478,Giuseppe Doldi
Q3770479,Giuseppe Donatelli
Q726054,Giuseppe Dossena
Q3770492,Giuseppe Eberle
Q3770499,Giuseppe Erba
Q3770503,Giuseppe Fabris
Q3770507,Giuseppe Facoetti
Q3770508,Giuseppe Fagni
Q3770519,Giuseppe Farina
Q270359,Giuseppe Favalli
Q3770534,Giuseppe Ferazzoli
Q3770537,Giuseppe Ferrari
Q3770546,Giuseppe Ferrero
Q16560773,Giuseppe Fiammenghi
Q3770547,Giuseppe Fiaschi
Q5565409,Giuseppe Figliomeni
Q3770556,Giuseppe Fioranti
Q16560786,Giuseppe Focosi
Q3770572,Giuseppe Forlivesi
Q5478017,Giuseppe Formaggio
Q3770569,Giuseppe Formica
Q3770573,Giuseppe Fornaciari
Q5880526,Giuseppe Fornito
Q3770577,Giuseppe Fossati
Q16019689,Giuseppe Frascarelli
Q3770593,Giuseppe Funicello
Q530590,Giuseppe Furino
Q3770599,Giuseppe Fusi
Q16560797,Giuseppe Gabaglio
Q3770610,Giuseppe Gaggiotti
Q16560806,Giuseppe Gagliardi
Q703710,Giuseppe Galderisi
Q3770617,Giuseppe Galimberti
Q3770623,Giuseppe Gallo
Q1157147,Giuseppe Galluzzi
Q3770626,Giuseppe Galluzzo
Q3770625,Giuseppe Galtarossa
Q3770627,Giuseppe Galvanin
Q6999450,Giuseppe Gamba (calciatore)
Q3770632,Giuseppe Gandini
Q3108053,Giuseppe Gaspari
Q3770640,Giuseppe Gatta
Q3770647,Giuseppe Geigerle
Q3770652,Giuseppe Gerbi
Q3770655,Giuseppe Germani
Q16560808,Giuseppe Ghiglione
Q445694,Giuseppe Giannini
Q3770680,Giuseppe Giavardi
Q3770686,Giuseppe Giorgino
Q16233173,Giuseppe Giovinco
Q3770689,Giuseppe Girani
Q3108055,Giuseppe Giriodi
Q3770697,Giuseppe Giustacchini
Q3770699,Giuseppe Giusto
Q3770702,Giuseppe Gobetti
Q1424393,Giuseppe Gola
Q3108063,Giuseppe Grabbi
Q16268434,Giuseppe Grassotti
Q3770713,Giuseppe Greco
Q3770715,Giuseppe Greco (calciatore 1983)
Q1055545,Giuseppe Grezar
Q3770721,Giuseppe Grigoli
Q3770723,Giuseppe Grillo
Q16560828,Giuseppe Guarneri
Q3770737,Giuseppe Guerini
Q3108066,Giuseppe Hess
Q604969,Giuseppe Iachini
Q15917608,Giuseppe Imburgia
Q3770750,Giuseppe Incocciati
Q5565434,Giuseppe Ingrassia
Q3770751,Giuseppe Ingrosso
Q3770800,Giuseppe Lazzaro
Q3770805,Giuseppe Lelj
Q3770821,Giuseppe Lobianco
Q5565441,Giuseppe Lolaico
Q3770829,Giuseppe Longoni
Q3770830,Giuseppe Lorenzetti
Q3770832,Giuseppe Lorenzo
Q3770837,Giuseppe Luceri
Q7000499,Giuseppe Lunghi
Q3770846,Giuseppe Macchi
Q774548,Giuseppe Madini
Q3770858,Giuseppe Mainardi
Q3770861,Giuseppe Malavasi
Q16560859,Giuseppe Malerbi
Q3770865,Giuseppe Manarin
Q3770869,Giuseppe Mancini
Q3770894,Giuseppe Marchetto
Q3770896,Giuseppe Marchetto
Q945372,Giuseppe Marchi
Q3770903,Giuseppe Marchioro
Q1488987,Giuseppe Maria Butti
Q3770936,Giuseppe Marino
Q3770939,Giuseppe Marmiroli
Q2011474,Giuseppe Marotta
Q3770942,Giuseppe Marozzi
Q7002242,Giuseppe Martelli
Q559550,Giuseppe Mascara
Q3770953,Giuseppe Mascheroni
Q3770954,Giuseppe Maschi
Q3770961,Giuseppe Massa
Q28973678,Giuseppe Mastinu
Q3770966,Giuseppe Matassoni
Q868864,Giuseppe Materazzi
Q3770977,Giuseppe Mazzoli
Q192131,Giuseppe Meazza
Q3770988,Giuseppe Meraviglia
Q22166586,Giuseppe Messina
Q3770998,Giuseppe Mettica
Q5565463,Giuseppe Miccolis
Q569213,Giuseppe Milano
Q3771008,Giuseppe Minaudo
Q3771021,Giuseppe Molina
Q3771023,Giuseppe Moncada
Q3771027,Giuseppe Monetti
Q3771051,Giuseppe Morando
Q2532826,Giuseppe Moro
Q5565470,Giuseppe Morosi
Q681649,Giuseppe Mortarotti
Q3771061,Giuseppe Moschioni
Q3771079,Giuseppe Negretti
Q18224411,Giuseppe Nicolao
Q16560934,Giuseppe Norsa
Q3771091,Giuseppe Novellino
Q1121480,Giuseppe Nuoto
Q3771108,Giuseppe Orlando
Q3771120,Giuseppe Ostromann
Q5565490,Giuseppe Pacini
Q3771131,Giuseppe Pagni
Q1119379,Giuseppe Palazzese
Q3771135,Giuseppe Pallavicini
Q16236425,Giuseppe Palma
Q545922,Giuseppe Pancaro
Q19362060,Giuseppe Panico
Q1528558,Giuseppe Papadopulo
Q3771151,Giuseppe Pappalettera
Q3771158,Giuseppe Parodi
Q3771161,Giuseppe Pasino
Q3108117,Giuseppe Patrucco
Q3771176,Giuseppe Pavone
Q3771184,Giuseppe Pellicanò
Q3771189,Giuseppe Peretta
Q5565499,Giuseppe Perrino
Q3771202,Giuseppe Persi
Q1145748,Giuseppe Peruchetti
Q22991777,Giuseppe Pezzella
Q3771222,Giuseppe Picella
Q3771227,Giuseppe Pillon
Q5565503,Giuseppe Pira
Q3771233,Giuseppe Pironi
Q18637758,Giuseppe Pirrone
Q5565506,Giuseppe Polito
Q3771249,Giuseppe Polo
Q3771251,Giuseppe Pomati
Q3771260,Giuseppe Porrino
Q3771263,Giuseppe Pozzo
Q3771266,Giuseppe Pregnolato
Q5565509,Giuseppe Prestia
Q16268676,Giuseppe Preti
Q552156,Giuseppe Prisco
Q3771272,Giuseppe Pucci
Q3771276,Giuseppe Pugliese
Q16268679,Giuseppe Puglioli
Q3771282,Giuseppe Radaelli
Q6999985,Giuseppe Raimondi
Q3771295,Giuseppe Rapetti
Q3771299,Giuseppe Recagno
Q3771303,Giuseppe Regali
Q3771320,Giuseppe Rinaldi
Q3771327,Giuseppe Rizza
Q5565511,Giuseppe Rizza
Q3771330,Giuseppe Rizzi
Q3771329,Giuseppe Rizzo
Q16561021,Giuseppe Roggia
Q3108134,Giuseppe Romano
Q3771341,Giuseppe Romano (1962)
Q3771349,Giuseppe Ronca
Q3771357,Giuseppe Rossetti
Q221216,Giuseppe Rossi
Q7002623,Giuseppe Rossoni
Q21946189,Giuseppe Rubini
Q20641417,Giuseppe Ruggiero
Q3771371,Giuseppe Russo
Q2519107,Giuseppe Sabadini
Q3771381,Giuseppe Saccone
Q3771383,Giuseppe Salerno
Q5565520,Giuseppe Salvioli
Q519550,Giuseppe Sannino
Q2296225,Giuseppe Santagostino
Q3771396,Giuseppe Santamato
Q3771401,Giuseppe Santonico
Q1377845,Giuseppe Savoldi
Q28935726,Giuseppe Scalera
Q1010857,Giuseppe Scarpi
Q3771423,Giuseppe Scategni
Q3771428,Giuseppe Scienza
Q3771429,Giuseppe Scotti
Q465935,Giuseppe Sculli
Q2257453,Giuseppe Scurto
Q3771432,Giuseppe Seccatore
Q3771434,Giuseppe Secchi
Q16561034,Giuseppe Servetto
Q3771445,Giuseppe Sessa
Q334684,Giuseppe Signori
Q3771466,Giuseppe Soresina
Q16639212,Giuseppe Soria
Q3771471,Giuseppe Spalazzi
Q3771476,Giuseppe Spezzani
Q3771477,Giuseppe Spigno
Q3771481,Giuseppe Spinola
Q5565532,Giuseppe Statella
Q2895051,Giuseppe Taglialatela
Q3771495,Giuseppe Taglioretti
Q3771498,Giuseppe Tamborini
Q5565533,Giuseppe Tarella
Q3771505,Giuseppe Tarlao
Q3771512,Giuseppe Terenzio
Q16561062,Giuseppe Terzano
Q20882638,Giuseppe Testa
Q5565535,Giuseppe Ticli
Q3771518,Giuseppe Ticozzelli
Q3771520,Giuseppe Tinaglia
Q3771533,Giuseppe Tomasini
Q16854329,Giuseppe Torromino
Q16561071,Giuseppe Tosi
Q16268840,Giuseppe Totti
Q3771546,Giuseppe Traverso
Q3771549,Giuseppe Trenzani
Q3771552,Giuseppe Trinchero
Q3771555,Giuseppe Trivellini
Q20718830,Giuseppe Trotter
Q3771560,Giuseppe Turino
Q3771565,Giuseppe Unere
Q3771576,Giuseppe Vairo
Q3771579,Giuseppe Valenti
Q3771591,Giuseppe Valsecchi
Q3771592,Giuseppe Valà
Q3771596,Giuseppe Vannucci
Q3771597,Giuseppe Varoli
Q678453,Giuseppe Vavassori
Q3771602,Giuseppe Vay
Q2517844,Giuseppe Viani
Q16561101,Giuseppe Vielmi
Q1528713,Giuseppe Virgili
Q18224827,Giuseppe Vitale
Q381909,Giuseppe Vives
Q3771641,Giuseppe Volpecina
Q3108162,Giuseppe Volta
Q1528727,Giuseppe Wilson
Q16957691,Giuseppe Zampano
Q3771649,Giuseppe Zandonà
Q1088773,Giuseppe Zaniboni
Q3771650,Giuseppe Zanon
Q1092098,Giuseppe Zappella
Q3108167,Giuseppe Zelocchi
Q3771655,Giuseppe Zibetti
Q3771658,Giuseppe Zinetti
Q16561114,Giuseppe Zuccotti
Q3771731,Giustino Ippolito
Q3771765,Giusto Lodi
Q3771770,Giusto Sardi
Q3771906,Glauco Cozzi
Q3771909,Glauco Ferron
Q3771910,Glauco Gilardoni
Q3771916,Glauco Signorini
Q952909,Glauco Tomasin
Q3108576,Glauco Vanz
Q1870862,Goffredo Colombi
Q3772811,Goffredo Stabellini
Q3773177,Goliardo Gelardi
Q3773240,Gondrano Innocenti
Q15110613,Gonzalo Escalante
Q667417,Gracco De Nardo
Q590048,Graziano Battistini
Q1445065,Graziano Bini
Q1028015,Graziano Cesari
Q3776016,Graziano De Luca
Q3776023,Graziano Gori
Q3776025,Graziano Landoni
Q3776028,Graziano Mannari
Q3776031,Graziano Mazzoni
Q218680,Graziano Pellè
Q3776038,Graziano Piagnerelli
Q1318291,Gregorio Basilico
Q3776522,Gregorio Mauro
Q3776530,Gregorio Porcaro
Q3778136,Gualtiero Grandini
Q3778522,Guerino Magri
Q20746750,Guerino Siligardi
Q1872344,Guerriero Colombo
Q1606786,Guerrino Carraro
Q1609672,Guerrino Cattaneo
Q16268371,Guerrino Ferrarese
