FILE_WLINK,FILE_THUMB,TITLE,DESCRIPTION,LICENSE,DATE,AUTHOR,CREATOR_COMMONS_LINK,SIZE_TEMPLATE,MEDIUM,DOI_ID,SOURCE
"[[:File:Paolo Romano. Monumento funebre del cardinale Pietro Stefaneschi presso la Basilica di Santa Maria in Trastevere.jpg]]","[[File:Paolo Romano. Monumento funebre del cardinale Pietro Stefaneschi presso la Basilica di Santa Maria in Trastevere.jpg|100px]]","{{it|Roma. Sepolcro del Cardinale Stefaneschi, Paolo Romano. S. Maria in Trastevere}}","{{it|Paolo Romano. Monumento funebre del cardinale Pietro Stefaneschi presso la Basilica di Santa Maria in Trastevere}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",340,https://iconoteca.arc.usi.ch/it/inventario/340
"[[:File:Monumento funebre del cardinale Marco da Viterbo presso la Basilica di San Francesco alla Rocca.jpg]]","[[File:Monumento funebre del cardinale Marco da Viterbo presso la Basilica di San Francesco alla Rocca.jpg|100px]]","{{it|Viterbo. Chiesa di S. Francesco. Mausoleo del Card. Marco}}","{{it|Monumento funebre del cardinale Marco da Viterbo presso la Basilica di San Francesco alla Rocca}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 18 |height = 23}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",341,https://iconoteca.arc.usi.ch/it/inventario/341
"[[:File:Monumento funebre del cardinale Adam Easton presso la Basilica di Santa Cecilia in Trastevere.jpg]]","[[File:Monumento funebre del cardinale Adam Easton presso la Basilica di Santa Cecilia in Trastevere.jpg|100px]]","{{it|Monumento Adamo Angelo S. Cecilia. Roma}}","{{it|Monumento funebre del cardinale Adam Easton presso la Basilica di Santa Cecilia in Trastevere}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 20 |height = 25}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",342,https://iconoteca.arc.usi.ch/it/inventario/342
"[[:File:Monumento funebre del cardinale Adam Easton  presso la Basilica di Santa Cecilia in Trastevere.jpg]]","[[File:Monumento funebre del cardinale Adam Easton  presso la Basilica di Santa Cecilia in Trastevere.jpg|100px]]","{{it|Roma. Monumento del Cardinale Adam. Chiesa di S. Cecilia}}","{{it|Monumento funebre del cardinale Adam Easton  presso la Basilica di Santa Cecilia in Trastevere}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",343,https://iconoteca.arc.usi.ch/it/inventario/343
"[[:File:Statua di angelo tra colonne ritorte collocato presso le Grotte vaticane.jpg]]","[[File:Statua di angelo tra colonne ritorte collocato presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Frammento di una tomba. Grotte Vatic.}}","{{it|Statua di angelo tra colonne ritorte collocato presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 25 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",344,https://iconoteca.arc.usi.ch/it/inventario/344
"[[:File:Monumento funebre del cardinale Durante presso la Basilica di Santa Maria sopra Minerva.jpg]]","[[File:Monumento funebre del cardinale Durante presso la Basilica di Santa Maria sopra Minerva.jpg|100px]]","{{it|Roma. Monumento al Cardinale Durante. S. Maria della Minerva}}","{{it|Monumento funebre del cardinale Durante presso la Basilica di Santa Maria sopra Minerva}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",345,https://iconoteca.arc.usi.ch/it/inventario/345
"[[:File:Monumento funebre di papa Callisto III presso le Grotte vaticane.jpg]]","[[File:Monumento funebre di papa Callisto III presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Papa Callisto III - Borgia. Grotte Vatic.}}","{{it|Monumento funebre di papa Callisto III presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1920,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",346,https://iconoteca.arc.usi.ch/it/inventario/346
"[[:File:Monumento funebre di papa Callisto III presso le Grotte vaticane (DOI 347).jpg]]","[[File:Monumento funebre di papa Callisto III presso le Grotte vaticane (DOI 347).jpg|100px]]","{{it|Roma. Grotte Vaticane. Statua funeraria di Aless.o VI°}}","{{it|Monumento funebre di papa Callisto III presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,1920,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 18 |height = 23}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",347,https://iconoteca.arc.usi.ch/it/inventario/347
"[[:File:Monumento funebre di papa Niccolò V presso le Grotte vaticane.jpg]]","[[File:Monumento funebre di papa Niccolò V presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Papa Nicola V. Grotte Vatic.}}","{{it|Monumento funebre di papa Niccolò V presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",348,https://iconoteca.arc.usi.ch/it/inventario/348
"[[:File:Giovanni Dalmata. Monumento funebre del cardinale Eroli presso le Grotte vaticane.jpg]]","[[File:Giovanni Dalmata. Monumento funebre del cardinale Eroli presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Sepolcro del Cardianle Eroli, Giovanni Dalmata. Grotte Vatic.}}","{{it|Giovanni Dalmata. Monumento funebre del cardinale Eroli presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",349,https://iconoteca.arc.usi.ch/it/inventario/349
"[[:File:Monumento funebre del cardinale Acquasparta presso la Basilica di Santa Maria in Aracoeli.jpg]]","[[File:Monumento funebre del cardinale Acquasparta presso la Basilica di Santa Maria in Aracoeli.jpg|100px]]","{{it|Roma. Monumento al Cardinale Acquasparta. Aracoeli}}","{{it|Monumento funebre del cardinale Acquasparta presso la Basilica di Santa Maria in Aracoeli}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",350,https://iconoteca.arc.usi.ch/it/inventario/350
"[[:File:Monumento funebre del cardinale Della Porta presso le Grotte vaticane.jpg]]","[[File:Monumento funebre del cardinale Della Porta presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Card. Ardicino della Porta (Seniore). Grotte Vatic.}}","{{it|Monumento funebre del cardinale Della Porta presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 20 |height = 26}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",351,https://iconoteca.arc.usi.ch/it/inventario/351
"[[:File:Dettaglio del monumento funebre del cardinale De Bray presso la Chiesa di San Domenico.jpg]]","[[File:Dettaglio del monumento funebre del cardinale De Bray presso la Chiesa di San Domenico.jpg|100px]]",,"{{it|Dettaglio del monumento funebre del cardinale De Bray presso la Chiesa di San Domenico}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 9 |height = 15}}","Materiale fotografico",352,https://iconoteca.arc.usi.ch/it/inventario/352
"[[:File:Andrea Bregno. Dettaglio del monumento funebre del papa Callisto III presso le Grotte vaticane.jpg]]","[[File:Andrea Bregno. Dettaglio del monumento funebre del papa Callisto III presso le Grotte vaticane.jpg|100px]]","{{it|Roma. S. Agostino, frammento del monumento di Callisto III. A Bregno. Grotte vatic.}}","{{it|Andrea Bregno. Dettaglio del monumento funebre del papa Callisto III presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 27 |height = 21}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",353,https://iconoteca.arc.usi.ch/it/inventario/353
"[[:File:Frammento di tomba trecentesca raffigurante un angelo presso le Grotte vaticane.jpg]]","[[File:Frammento di tomba trecentesca raffigurante un angelo presso le Grotte vaticane.jpg|100px]]","{{it|Roma. Frammento di tomba trecentesca. Grotte vatic.}}","{{it|Frammento di tomba trecentesca raffigurante un angelo presso le Grotte vaticane}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",354,https://iconoteca.arc.usi.ch/it/inventario/354
"[[:File:Dettaglio del monumento funebre del cardinale Marco da Viterbo presso la Basilica di San Francesco alla Rocca.jpg]]","[[File:Dettaglio del monumento funebre del cardinale Marco da Viterbo presso la Basilica di San Francesco alla Rocca.jpg|100px]]","{{it|Viterbo. Chiesa di S. Francesco Mausoleo del Card. Marco dett.o a sinistra}}","{{it|Dettaglio del monumento funebre del cardinale Marco da Viterbo presso la Basilica di San Francesco alla Rocca}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,,,"{{Size|unit = cm |width = 23 |height = 17}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",355,https://iconoteca.arc.usi.ch/it/inventario/355
"[[:File:Angelo reggifiaccola, parte del monumento sepolcrale di Giovanni Alberini presso Basilica di Santa Maria sopra Minerva.jpg]]","[[File:Angelo reggifiaccola, parte del monumento sepolcrale di Giovanni Alberini presso Basilica di Santa Maria sopra Minerva.jpg|100px]]","{{it|Roma. Dettaglio del Monumento Alberini. Chiesa della Minerva}}","{{it|Angelo reggifiaccola, parte del monumento sepolcrale di Giovanni Alberini presso Basilica di Santa Maria sopra Minerva}}",https://creativecommons.org/licenses/by-sa/4.0/deed.it,,"Anderson, Domenico","[[Creator:Domenico Anderson]]","{{Size|unit = cm |width = 26 |height = 20}}","Materiale fotografico. Procedimento alla gelatina ai sali d'argento",356,https://iconoteca.arc.usi.ch/it/inventario/356
